source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"David W. Dunham, The Minor Planet Bulletin, Volume 6, p. 13 - 14 (December 1978) ADS archive copy However, careful examination in 1993, using the Hubble Space Telescope, failed to locate a secondary.",Allerdings fand eine sorgfältige Untersuchung im Jahr 1993 mit dem Hubble Telescope keine sekundäre.,"David W. Dunham,《小行星公报》,第6卷,第13-14页(1978年12月),ADS档案副本:然而,1993年利用哈勃空间望远镜仔细搜索后,未能找到第二人。","David W. Dunham, Asteroid Bulletin, vol. 6, pp. 13-14 (December 1978), ADS file copy: However, after a careful search using the Hubble Space Telescope in 1993, it was not possible to find a second person.","However, a careful investigation with the Hubble Telescope in 1993 did not find any secondary."
"It was developed from farming land during the 1990s and early 21st century, and sits between the historic villages of Mangotsfield and Downend.",Es wurde zwischen den Dörfern Mangotsfield und Downend aus landwirtschaftlichen Flächen in den 1990er und frühen 21. Jahrhundert gemacht.,它是在1990年代和2000年代初期由农田制成的。,It was made of farmland in the 1990s and early 2000s.,It was made between the villages of Mangotsfield and Downend from agricultural land in the 1990s and early 21st century.
"The valleys of the Waimea River and its tributary, the Makaweli River, were once heavily populated.","Die Waimea-Täler und ihr Nebenfluss, der Makaweli-Fluss, waren einst stark besiedelt.",瓦伊梅亚河谷和马卡韦利河曾有许多居民。,There were many inhabitants of the Waimea Valley and the Makaveli River.,"The Waimea valleys and their tributary, the Makaweli River, were once heavily populated."
Economy Up to the 20th century Nidwalden was dominated by agriculture.,Bis in die 1900er Jahre wurde Nidwalden von der Landwirtschaft dominiert.,"直到20世纪,农业一直以尼德瓦尔登为主。","Until the twentieth century, agriculture was dominated by Ned Walden.","Until the 1900s, Nidwalden was dominated by agriculture."
Fierce Creatures is a 1997 comedy film.,Fierce Creatures ist ein Film aus dem Jahr 1997.,巨型生物是1997年制作的一部喜剧电影。,A giant creature was produced in 1997 as a comedy film.,"Fierce Creatures is a 1997 film based on the novel ""Fierce Creatures""."
"Proteus is very cratered, showing no sign of any geological modification.",Proteus hat viele Krater ohne Anzeichen geologischer Veränderungen.,普罗秋斯的弹坑很大 它没有地质变化的迹象,Proteus's crater is huge. It doesn't show any signs of geological change.,Proteus has many craters without signs of geological changes.
It also featured original ECW talent.,Auch ECW-Talent wurde gezeigt.,该图还展示了欧洲妇女理事会的原创才华。,It also shows the original talents of the European Council of Women.,ECW talent was also shown.
"The city's Inca architecture, however, withstood the earthquake.",Das Erdbeben zerstörte die Inka-Gebäude nicht.,"不过,这座城市的印加建筑 在地震中还是不错的。","However, the city's Inga building was pretty good in the earthquake.",The earthquake did not destroy the Inca buildings.
"Jedin, 138 By specifying Catholic doctrine on salvation, the sacraments, and the Biblical canon, the Council was answering Protestant disputes.","Die Erlösung, die Sakramente und der biblische Kanon wurden vom Konzil festgelegt. Dies beantwortete die protestantischen Streitigkeiten.","救世主、圣餐和圣经的峡谷由议会指定,这解决了新教的争端。","The canyons of the Savior, the Communion and the Bible were designated by Parliament, which settled the Protestant dispute.","The redemption, the sacraments and the biblical canon were established by the Council. This answered the Protestant disputes."
"Turkestan (literally meaning ""Land of the Turks"") is a region in Central Asia, which today is largely inhabited by Turkic peoples.",Turkestan bedeutet Land der Türken. Es ist eine Region in Zentralasien. Die Bevölkerung dort ist meist Turkvölker.,"突厥斯坦是中亚的一个地区,居住着突厥人。",Turkistan is a region of Central Asia inhabited by Turks.,Turkestan means country of the Turks. It is a region in Central Asia. The population there is mostly Turk people.
"On April 7, 2004, Messing gave birth to their son, Roman Walker Zelman.",Am 7. April 2004 brachte Messing ihren Sohn zur Welt. Sie nannten ihren Sohn Roman Walker Zelman.,"2004年4月7日,杂货店生下了罗曼·泽尔曼。","On 7 April 2004, Roman Zehrman was born at the grocery store.","On April 7, 2004, Messing gave birth to her son. They called her son Roman Walker Zelman."
"In 1887, was reorganized into a stock company.",1887 wurde es zur Aktiengesellschaft.,1887年改名为一家股票公司,Changed to a stock company in 1887.,In 1887 it became a public limited company.
"Cheaha Mountain, often called Mount Cheaha, is the highest point in the U. S. state of Alabama.",Der höchste Berg in Alabama ist der Cheaha Mountain. Er wird auch Mount Cheaha genannt.,切哈山(通常被称为谢哈山)是美国阿拉巴马州的最高点。,Mt. Cheha (often referred to as Mt. Sheha) is the highest point in the state of Alabama in the United States.,The highest mountain in Alabama is the Cheaha Mountain. It is also called Mount Cheaha.
Their sound can be described as Celtic folk metal with melodic death metal influences.,Ihr Sound wird als keltischer Folk Metal mit Death Metal Impact bezeichnet.,他们的声音被贴上凯尔特民间金属的标签 其金属撞击致死,"Their voice was labeled Celtic Metal, whose metal was hit to death.",Their sound is called Celtic Folk Metal with Death Metal Impact.
The former location of the fort is currently called the Place de la Bastille.,"Der Ort, an dem Fort früher war, heißt Place de la Bastille.",曾经是堡垒的地方叫做巴斯提尔广场。,The place that used to be the Fortress is called Bastile Square.,The place where Fort used to be is called Place de la Bastille.
Pueblos are traditional communities of Native Americans in the southwestern United States of America.,Traditionelle Gemeinschaften von Indianern im Südwesten der Vereinigten Staaten werden Pueblos genannt.,人民币是美利坚合众国西南部美洲原住民的家园。,The renminbi is the home of Native Americans in the south-western part of the United States of America.,Traditional communities of Indians in the southwest of the United States are called Pueblos.
Cash transactions are rounded to the nearest five cents.,Bargeldbörsen werden auf die nächsten fünf Cent gerundet.,现金兑换四舍五入至最接近的五分之一。,Cash is rounded to the nearest fifth.,Cash exchanges are rounded to the next five cents.
This advanced protocol will not work with some older network cards.,Diese neue Regel wird nicht mit einigen älteren Netzwerk-Auto funktionieren,这条新规则对一些老旧的网络车是行不通的,This new rule doesn't work for some old Internet car.,This new rule will not work with some older network car
"By the age of 21, he was already recognized for composing more than 200 songs.",Im Alter von 21 Jahren war er für das Komponieren von über 200 Songs bekannt.,"21岁时,他已经以创作200多首歌曲而闻名。","At the age of 21, he had been known to write more than 200 songs.","At the age of 21, he was known for composing over 200 songs."
Waterson took the Labour whip in Parliament.,Waterson nahm die Laborpeitsche des Senats.,Waterson在议会担任劳工党鞭笞的角色。,Waterson's role in the Labour Party's Whipping in Parliament.,Waterson took the Senate's lab whip.
"The cyclone continued tracking northwestward, making landfall around 0000 UTC on September 22 near Fort Walton Beach, Florida with winds of 35 mph (55 km / h).","Der Zyklon bewegte sich nordwestlich. Er machte Landfall am 22. September in der Nähe von Fort Walton Beach, Florida. Die Winde waren 35 mph.","9月22日,在佛罗里达州沃尔顿堡海滩附近,旋风继续向西北行驶,到达世界协调时0 000左右的土地,风速为35英里(55公里/小时)。","On 22 September, near Fort Walton Beach, Florida, the cyclone continued to travel north-west, reaching about 10,000 land at World Harmonisation Time, with a 35-mile wind speed (55 km/hour).","The cyclone moved northwest, making landfall on September 22 near Fort Walton Beach, Florida. The winds were 35 mph."
Poutrincourt's son bequeathed the settlement to Charles de Saint-Étienne de la Tour upon his own death in 1623.,"Poutrincourts Sohn übergab die Siedlung an Charles de Saint-Étienne, als er 1623 starb.","普特林考特的儿子于1623年去世,将和解协议通过给查尔斯·德圣艾蒂安。",The son of Putin passed away in 1623 and the settlement agreement was passed to Charles de St. Etienne.,Poutrincourt's son handed the settlement over to Charles de Saint-Étienne when he died in 1623.
"The first minaret was constructed in 665 in Basra during the reign of the Umayyad caliph Muawiyah I. Muawiyah encouraged the construction of minarets, as they were supposed to bring mosques on par with Christian churches with their bell towers.","Das erste Minarett wurde im Jahre 665 in Basra gebaut. Dieser Bau war während der Regierungszeit des Umayyad Kalifen Muawiyah I. Muawiyah förderte den Bau von Minaretten. Er dachte, sie würden Moscheen auf Augenhöhe mit christlichen Kirchen und ihre Glockentürme setzen.","第一个月塔是在巴士拉建造的,第665年,由我统治的乌马亚德哈里夫·穆阿维耶(Umayyad caliph Muawiyah),他敦促他们建造像基督教钟塔教堂那样好的清真寺。","The first moon tower was built in Basra in 665, Umayyad caliph Muawiyah, which I ruled, and he urged them to build a mosque as good as the Church of the Christian Bell Tower.",The first minaret was built in Basra in 665. This construction was during the reign of Umayyad Caliph Muawiyah I. Muawiyah promoted the construction of minarets. He thought they would set mosques at eye level with Christian churches and their bell towers.
He was offered a Fulbright scholarship in 1965 to study in the United States.,1965 erhielt er ein Fulbright-Stipendium.,他获得富布赖特奖学金在美国学习。,He was awarded a Fulbright scholarship to study in the United States.,In 1965 he received a Fulbright scholarship.
The clinic was very modern and remained in the control of the Binswanger family for nearly 120 years.,Die Klinik wurde von der Familie Binswanger seit fast 120 Jahren auf dem neuesten Stand gehalten und kontrolliert.,"诊所非常现代化,宾斯旺格一家近120年来一直控制着诊所。",The clinic is very modern and the Binswange family has been in control for almost 120 years.,The clinic has been kept up-to-date and controlled by the Binswanger family for almost 120 years.
"The show expanded from a half-hour in length to one hour starting on December 1, 1975.",Die Show wurde ab 1. Dezember 1975 von einer halben Stunde auf eine Stunde verlängert.,该节目的长度在1975年12月1日增加到一小时。,The length of the programme was increased to one hour on 1 December 1975.,The show was extended from 1 December 1975 from half an hour to one hour.
"Through a business connection, he was introduced to Mary Parent with Universal Pictures, who immediately signed on after watching the episodes on DVD.","Er wurde Mary Parent mit Universal Pictures vorgestellt, die sich nach den Episoden auf DVD unterschrieb.",他在观看DVD的片段后签了字。,He signed it after watching the DVD clips.,"He was introduced to Mary Parent with Universal Pictures, which signed on to DVD after the episodes."
"After gathering a list of names from fans and conducting an online poll, the feature was named ECW X-Stream on October 31, 2007.",Nach dem Sammeln von Namen von Fans und der Durchführung einer Online-Umfrage wurde das Feature am 31. Oktober 2007 ECW X-Stream genannt.,"在收集了粉丝及其投票者名单后,该节目名为ECW X-Stream。","After collecting the list of fans and their voters, the programme was called ECW X-Stream.","After collecting names of fans and conducting an online survey, the feature was called ECW X-Stream on October 31, 2007."
"Brusque is a city of 94,962 inhabitants in Santa Catarina, Brazil.","Brusque ist eine Stadt mit 94.962 Einwohnern in Santa Catarina, Brasilien.","巴西圣卡塔琳娜(Santa Catarina)的布鲁斯克市人口为94,962人。","The population of the city of Brüsk in Santa Catarina, Brazil, is 94,962.","Brusque is a town in Santa Catarina, Brazil."
"The medal was first awarded in 1902 to J. J. Thomson ""for his numerous contributions to electric science, especially in reference to the phenomena of electric discharge in gases"", and has since been awarded 105 times.","Die Medaille wurde erstmals 1902 an J. J. Thomson ""für seine vielen Beiträge zur Elektrowissenschaft, vor allem im Bereich der Phänomene der elektrischen Entladung in Gasen"" verliehen und wurde seitdem 105 Mal verliehen.","该奖牌于1902年首次颁发给J.J.Thomson, "" 因为他对电力科学作出了许多贡献,特别是在气体中放电现象方面 "" 。 从那时起,该奖牌被授予105次。","The medal was first presented to J.J. Thomson in 1902, "" because of his many contributions to the electrical sciences, particularly with regard to the emission of electricity in the gas "", and since then the medal has been awarded 105 times.","The medal was awarded for the first time in 1902 to J. J. Thomson ""for his many contributions to electrical science, especially in the field of phenomena of electrical discharge in gases"" and has since been awarded 105 times."
The satellite has been given the provisional designation S / 2003 (130) 1.,Der S / 2003 (130) 1 Satellit ist provisorisch.,S / 2003 (130) 1号卫星被指定为临时卫星。,S/2003(130)1 was designated as a temporary satellite.,The S / 2003 (130) 1 satellite is provisional.
He was one of the most influential madrigalist in the middle of the 16th century.,Er war einer der mächtigsten Madrigalisten in der Mitte des 16. Jahrhunderts.,他对16世纪中叶的疯狂主义者有影响,He had an influence on the mid-16th century madman.,He was one of the most powerful madrigalists in the mid-16th century.
Tzu Chi was the first force from outside the People's Republic of China to join the rescue effort.,"Tzu Chi war zuerst von außerhalb der Republik China, um sich der Rettung anzuschließen.","除中华民国外,慈济是第一个参加救援工作的组织。","With the exception of the Republic of China, Tzu Chi was the first organization to participate in the relief effort.",Tzu Chi was first from outside the Republic of China to join the rescue.
"The eared seals or otariids are marine mammals in the family Otariidae, one of three groupings of Pinnipeds.",Seehunde sind Meeressäugetiere der Familie Otariidae und eine von drei Gruppen von Pinnipeds.,"耳海豹或燕尾动物是Otariidae家族的海洋哺乳动物,是Pinnipe三组动物之一。",The ear seals or petals are marine mammals of the Otariidae family and are one of three groups of Pinnipe animals.,Seals are marine mammals of the Otariidae family and one of three groups of Pinnipeds.
"It consists of the red cross of Saint George (patron saint of England), edged in white, superimposed on the Cross of St Patrick (patron saint of Ireland), which are superimposed on the Saltire of Saint Andrew (patron saint of Scotland).","Es umfasst das rote Kreuz des heiligen Georg in weiß, überlagert auf dem Kreuz des heiligen Patrick, die auf dem Saltire des heiligen Andreas überlagert sind.","它有圣乔治的红十字,他是英格兰的圣圣徒。 它用白色加在圣帕特里克的十字架上,上面是爱尔兰的圣徒。 这些加在圣安德鲁的Saltire上,上面是苏格兰的圣徒。","It has the Red Cross of St. George, a Saint of England, and it has white on St. Patrick's cross, and it has Irish saints on it, and it's on Saltire of St. Andrew, and it's a Saint of Scotland.","It includes the red cross of St. George in white, superimposed on the cross of St. Patrick, which is superimposed on the Saltire of St. Andrew."
"With the help of an albatross named Orville, the mice fly to the Bayou, and meet a dragonfly named Evinrude, who speeds them in a leaf to the ship where Penny is held.","Ein Albatros namens Orville half den Mäusen, zum Bayou zu fliegen, um eine Libelle namens Evinrude zu treffen, die sie dann in einem Blatt zu dem Schiff beschleunigt, in dem Penny gehalten wird.",一只叫Orville的信天翁 帮助老鼠飞到巴尤,An albatross named Orville helped rats fly to Bayo.,"An Albatros named Orville helped the mice fly to Bayou to meet a dragonfly named Evinrude, which then accelerates them in a leaf to the ship where Penny is kept."
"Her follow-up single ""Girlfriend"" also debuted at number one and her first album, Honey to the B (released immediately afterwards) debuted at Number 14 in the UK album charts.","Ihr nächster Song ""Girlfriend"" war auch auf Platz eins. Während ihr erstes Album, Honey to the B war auf Platz 14 in den UK Charts.","她的后续单张“女朋友”进入第一张图表,第一张专辑《Honey to the B》(随后立即发行)在《英国专辑图表》第14号首发。","Her follow-up “girlfriend friend” entered the first chart, and the first album, “Honey to the B” (subsequently released immediately), was launched in British Album Chart No. 14.","Her next song ""Girlfriend"" was also at number one. While her first album, Honey to the B was at number 14 on the UK charts."
Guangxi (or Guangxi Zhuang Autonomous Region;) is a Zhuang autonomous region of the People's Republic of China.,Guangxi ist eine autonome Zhuang-Region in der Volksrepublik China.,广西是中华人民共和国的一个自治区。,Guangxi is an autonomous region of the People's Republic of China.,Guangxi is an autonomous Zhuang region in the People's Republic of China.
"Functions may variously include sensing touch, air motion, heat, vibration (sound), and especially olfaction (smell) or gustation (taste).","Zu den Funktionen können z. B. Berührung, Luftbewegung, Hitze, Vibrationsgeräusche und Geruch oder Geschmack gehören.",它可能具有以下功能:感触、空气运动、热、振动、气味或口味。,"It may have the following functions: touch, air motion, heat, vibration, odour or taste.","Functions may include, for example, touch, air movement, heat, vibration noise and smell or taste."
"The Sutlej River (alternatively spelled as Satluj River) (,,,, and) is the longest of the five rivers that flow through the historic crossroad region of Punjab in northern India and Pakistan.","Es gibt fünf Flüsse, die durch die Region Punjab in Nordindien und Pakistan fließen. Der Sutlej Fluss ist der längste dieser fünf Flüsse.",Sutlej河(也拼写为Satluj河)是印度和巴基斯坦北部旁遮普省历史性十字路口地区五条河流中最长的河流。,The Sutlej River (also spelled the Satluj River) is the longest of five rivers in the historic crossroads of the province of Punjab in northern India and Pakistan.,There are five rivers flowing through the Punjab region in northern India and Pakistan. Sutlej River is the longest of these five rivers.
She later attended the Fiorello H. LaGuardia High School of Music & Art and Performing Arts (the high school featured in the movie Fame) before she entered the theater program at Juilliard.,"Später besuchte sie die Fiorello H. LaGuardia High School of Music & Art and Performing Arts (ein High-School-Film mit Fame), bevor sie in Juilliards Theaterprogramm eintrat.",她是Fiorello H. LaGuardia音乐艺术和表演艺术高中及后来的Juilliad学院的学生。,She is a student of Fiorello H. LaGuardia High School for Musical and Performing Arts and later Juilliad College.,She later attended the Fiorello H. LaGuardia High School of Music & Art and Performing Arts (a high school movie with Fame) before joining Juilliard's theater program.
"Some grow to be institutions as large as major hospitals, whilst retaining the name clinic.","Einige wachsen so groß wie große Krankenhäuser, während der Name Klinik.","有些机构成为大如大医院的机构,但仍被称为诊所。",Some institutions have become large hospitals but are still referred to as clinics.,"Some grow as large as large hospitals, while the name clinic."
"Secondly, it should be computationally infeasible to generate a valid signature for a party who does not possess the private key.","Außerdem sollte es nicht möglich sein, eine brauchbare Signatur für eine Gruppe zu erstellen, die keinen privaten Schlüssel hat.","第二,对于没有私人钥匙的人来说,不可能作出良好的签字。","Secondly, a good signature is not possible for a person who does not have a private key.","Furthermore, it should not be possible to create a usable signature for a group that does not have a private key."
The Mulde River runs through the easternmost part of the district.,Der Mulde fließt durch den östlichen Teil des Distrikts.,穆尔德河穿过该地区东部。,The Murd River passes through the eastern part of the area.,The Mulde flows through the eastern part of the district.
"Numerous movies have been filmed at the park, including portions of ""This is Cinerama,"" the first feature filmed in that wide-screen format, and a string of Esther Williams films and TV specials in the 1950s and 1960s.","Zahlreiche Filme wurden im Park gedreht, darunter Teile von ""This is Cinerama"", dem ersten Spielfilm in diesem Breitbildformat, und eine Reihe von Esther Williams-Filmen und TV-Specials aus den 1950er und 1960er Jahren.","在公园里拍摄了许多电影。 在公园里拍摄了“这是Cinerama ” ( Cinerama)的片段,这是第一个以宽屏幕形式拍摄的片段,1950年代和1960年代的一连串Esther Williams电影和电视特别节目也在那里拍摄。","Many films were filmed in the park, where the film “This is Cinerama” was filmed, the first in broad-screen format, and where a series of Esther Williams films and television features were filmed in the 1950s and 1960s.","Numerous films were filmed in the park, including parts of ""This is Cinerama"", the first feature film in this widescreen format, and a series of Esther Williams films and TV specials from the 1950s and 1960s."
"Since then, documentation of saffron's use over the span of 4,000 years in the treatment of some 90 illnesses has been uncovered.",Die Dokumentation der Verwendung von Safran über 4.000 Jahre zeigt die Behandlung von etwa 90 Krankheiten.,"自那时以来,我们看到有证据表明,4 000年来,黄花治疗了大约90种疾病。","Since then, we have seen evidence that yellow flowers have treated some 90 diseases over 4,000 years.","The documentation of the use of saffron over 4,000 years shows the treatment of about 90 diseases."
"Banding features continued to organize as the system slowly strengthened, and on August 23 Debby attained a peak intensity of 50 mph (85 km / h) over the open waters of the Atlantic Ocean.",Am 23. August hatte Debby eine Spitzenintensität von 50 mph (85 km/h) über dem Atlantischen Ozean.,"8月23日,Debby在大西洋上空的高峰强度为50米(85公里/小时)","On 23 August, Debby had a peak strength of 50 metres (85 km/h) over the Atlantic Ocean.","On August 23, Debby had a peak intensity of 50 mph (85 km/h) over the Atlantic Ocean."
"While there he meets a young half-black boy by the name of Arthur Stuart, the son of a slave and a slave-owner who has been adopted by the owners of the local guesthouse.","Dort trifft er auf einen kleinen halbschwarzen Jungen namens Arthur Stuart, den Sohn eines Sklaven und Sklavenbesitzers, der von den nahe gelegenen Pensionsbesitzern adoptiert wurde.","他遇到了一个叫Arthur Stuart的半黑男孩,一个奴隶的儿子和一个奴隶主人,被当地宾馆的主人收养。","He met a half-black boy, Arthur Stuart, the son of a slave and the owner of a slave, who was adopted by the owner of the local hotel.","There he meets a little half-black boy named Arthur Stuart, the son of a slave and slave owner who was adopted by the nearby pensioners."
"RIAA Website Although total worldwide album sales are not calculated by any single entity, as of 2004 several industry sources estimated Rush's total worldwide album sales at over 40 million units.","Obwohl kein einziges Unternehmen den weltweiten Album-Umsatz insgesamt berechnet, schätzen die Quellen der Industrie Rushs weltweiten Album-Umsatz im Jahr 2004 auf über 40 Millionen Stück.","截至2004年,世界性专辑销售总额超过4 000万单位。","As of 2004, the total volume of worldwide album sales was over 40 million units.","Although not a single company calculates global album sales overall, industry sources estimate Rush's global album sales in 2004 at over 40 million copies."
"Unusually, the publishers of winning works are honored with a certificate.",Die Gewinner werden mit einem Zertifikat geehrt.,"通常情况下,获奖作品的出版商获得证书。","Usually, the award-winning publisher receives a certificate.",The winners will be honoured with a certificate.